"ID","Title","Creator","Owner","Value","Currency of Value","Organization","Organization ID","Pipeline","Contact person","Contact person ID","Stage","Status","Deal created","Update time","Last stage change","Next activity date","Last activity date","Won time","Last email received","Last email sent","Lost time","Deal closed on","Lost reason","Visible to","Total activities","Done activities","Activities to do","Email messages count","Expected close date","Probability","Weighted value","Currency of Weighted value","Product quantity","Product amount","Label","Product name","MRR","Currency of MRR","ARR","Currency of ARR","ACV","Currency of ACV","Source origin","Source origin ID","Source channel","Source channel ID","Archive status","Archive time","Sequence enrollment","Go-Live Target","Property Address","Latitude of Property Address","Longitude of Property Address","Apartment/suite no of Property Address","House number of Property Address","Street/road name of Property Address","District/sublocality of Property Address","City/town/village/locality of Property Address","State/county of Property Address","Region of Property Address","Country of Property Address","ZIP/Postal code of Property Address","Full/combined address of Property Address","Property Type","Qty (clarify; units, beds, sqft)","ARR forecast","Currency of ARR forecast","CapEx ROM:","Currency of CapEx ROM:","ROI/NOI/BOM sheet","Prints/Plans External link","Prints/Plans OW DropBox Link","Lead Source","Technical POC","ICP Segment","Lead Source PPP","Readiness Score","DDI Audit Status","Audit Value","Currency of Audit Value","ARR Expansion Potential","Currency of ARR Expansion Potential"
"440","Gemini Rosemont: Diamond Hill Denver","Connor Hunt","Bill Douglas","50000","USD","Gemini Rosemont","4834","New Projects Pipeline","Jeff Schweitzer","12036","SQL","Open","2025-08-26 22:09:28","2025-10-30 22:41:39","","2025-10-30","2025-09-17","","","2025-09-17 19:32:25","","","","All users","4","3","1","2","2026-05-29","","50000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"441","Cress Capital: The 410 Denver","Connor Hunt","Bill Douglas","10000","USD","Cress Capital","4835","New Projects Pipeline","Tom Parnell","12037","SQL","Open","2025-08-26 23:10:29","2025-10-30 22:41:39","","2025-10-30","2025-10-16","","","","","","","All users","7","6","1","0","2026-03-31","","10000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"442","Cress Capital: Denver Energy Center","Connor Hunt","Bill Douglas","10000","USD","Cress Capital","4835","New Projects Pipeline","Tom Parnell","12037","SQL","Open","2025-08-27 00:43:10","2025-10-30 22:41:39","","2025-10-31","2025-10-09","","","","","","","All users","2","1","1","0","2026-03-31","","10000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"443","Trammel Crow: 36th & Downing Denver","Connor Hunt","Bill Douglas","10000","USD","Trammel Crow Denver","3588","New Projects Pipeline","Tina Lashbrook","12048","SQL","Open","2025-08-27 02:20:25","2025-10-30 22:41:39","","2025-10-30","","","","","","","","All users","1","0","1","0","2026-05-29","","10000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"445","The Luzzatto Company: 621 and 633 17th St Denver","Connor Hunt","Bill Douglas","20000","USD","The Luzzatto Company","4837","New Projects Pipeline","Asher Luzzatto","12041","SQL","Open","2025-08-27 17:20:14","2025-10-30 22:41:39","","2025-10-30","2025-09-17","","","2025-09-17 14:27:57","","","","All users","2","1","1","2","","","20000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"446","Harbor Associates: Symes Building/The George (Denver, CO)","Connor Hunt","Bill Douglas","10000","USD","Harbor Associates","4838","New Projects Pipeline","Joon Choi","12043","Discovery & Qualification","Open","2025-08-28 17:16:04","2025-10-30 22:41:39","2025-10-30 04:37:44","2025-10-30","2025-10-16","","","2025-10-16 21:23:30","","","","All users","3","2","1","2","","","10000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"447","Four Mile Capital deal","Bill Douglas","Bill Douglas","0","USD","Four Mile Capital","4273","New Projects Pipeline","Chris Geer","6365","DDI Review Proposed","Open","2025-08-28 18:37:49","2025-09-10 14:09:10","","","","","2025-09-10 14:09:01","2025-09-02 21:24:00","","","","All users","0","0","0","15","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"448","CashFlow Champs deal","Bill Douglas","Bill Douglas","0","USD","CashFlow Champs","4839","New Projects Pipeline","Charles Seaman","12047","DDI Review Proposed","Open","2025-08-28 18:46:24","2025-10-30 22:41:39","","","2025-10-03","","2025-09-26 13:40:46","2025-09-26 13:40:18","","","","All users","2","2","0","9","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","137 units garden style","0","","0","","","","","","","","","","","0","","0",""
"449","Gardens Care deal","Bill Douglas","Bill Douglas","0","USD","Gardens Care Senior Living","4840","New Projects Pipeline","Bill ""ResilienceGuy"" Douglas","6139","SQL","Open","2025-08-28 18:49:58","2025-09-24 22:51:47","2025-09-24 22:51:47","","","","2025-09-16 15:51:51","2025-09-03 14:32:10","","","","All users","0","0","0","1","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","Senior Living","","0","","0","","","","","","","","","","","0","","0",""
"450","OliverBuchanan Group: Denver Rock Drill","Connor Hunt","Bill Douglas","50000","USD","OliverBuchanan Group","4841","New Projects Pipeline","Brian Fishman","12050","Discovery & Qualification","Open","2025-09-02 16:50:01","2025-10-30 22:41:39","2025-09-03 16:16:41","2025-10-29","2025-10-28","","","","","","","All users","4","3","1","0","2026-06-30","","50000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"451","Pleasant Holiday deal","Info","Bill Douglas","0","USD","","","New Projects Pipeline","Brandon Marx","12051","Discovery & Qualification","Open","2025-09-02 18:38:55","2025-09-25 12:36:17","","","","","2025-09-24 23:10:55","2025-09-25 12:36:09","","","","All users","0","0","0","12","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","2025-10-15","","","","","","","","","","","","","","Office Building - tenant owned","","0","","0","","","","","Jake Cummins","","","Referral","","","0","","0",""
"452","AC Development Company: Clayworks (CoorsTek) Golden","Connor Hunt","Bill Douglas","0","USD","AC Development Company","4842","New Projects Pipeline","Natilie Josich","12052","Discovery & Qualification","Open","2025-09-02 23:14:05","2025-10-30 22:41:39","2025-10-30 04:25:02","2025-10-30","2025-10-15","","","","","","","All users","7","6","1","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"453","Schnitzer West: The Currant (Denver, CO)","Connor Hunt","Connor Hunt","10000","USD","Schnitzer West","4797","New Projects Pipeline","Daniel Simpson","12076","SQL","Lost","2025-09-03 16:15:53","2025-10-29 03:01:55","","","2025-10-28","","","2025-09-17 20:07:58","2025-10-29 03:01:55","2025-10-29 03:01:55","Working other deal","All users","5","5","0","1","","","10000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"454","Invent Development Partners: Train Denver","Connor Hunt","Bill Douglas","50000","USD","Invent Development Partners","4843","New Projects Pipeline","Jon Dwight","12055","SQL","Open","2025-09-03 17:11:23","2025-10-30 22:41:39","","2025-10-30","2025-10-09","","","2025-09-11 18:07:45","","","","All users","4","3","1","1","","","50000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"455","INRS: Overlay Capital","Connor Hunt","Bill Douglas","99","USD","Overlay Capital","4844","MTU Tenant Pipeline","Joe Ingalsbe","12056","Contacted","Open","2025-09-03 17:36:48","2025-10-30 22:41:39","2025-09-03 17:36:51","","2025-10-21","","2025-09-25 22:14:38","2025-09-10 15:47:06","","","","All users","8","8","0","11","","","29.7","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"456","INRS: Conquer deal","Connor Hunt","Connor Hunt","95","USD","INRS: Conquer","4845","MTU Tenant Pipeline","Alicia Seager","12057","Contacted","Lost","2025-09-03 17:39:02","2025-09-19 00:16:11","","","2025-09-15","","2025-09-19 00:16:01","2025-09-19 00:06:46","2025-09-15 23:43:54","2025-09-15 23:43:54","wifi only","All users","1","1","0","11","2025-09-12","","28.5","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"457","Oakiq: Copper Creek (Lenexa, KS)","Bill Douglas","Bill Douglas","50000","USD","Oakiq","4846","New Projects Pipeline","Aaron Leatherdale","12058","DDI Review Proposed","Open","2025-09-03 20:16:39","2025-11-14 16:40:24","2025-09-12 17:53:32","","2025-09-19","","2025-11-14 16:40:16","2025-11-11 19:30:15","","","","All users","2","2","0","79","","","50000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","289","doors MDU","0","","0","","","","","","","","","","","0","","0",""
"458","Avison Young: Cotton Exchange Building Memphis","Connor Hunt","Bill Douglas","50000","USD","Avison Young","4847","New Projects Pipeline","Shane Soefker","12059","SQL","Open","2025-09-04 21:38:09","2025-10-29 03:02:08","","","","","","","","","","All users","0","0","0","0","","","50000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","65 Union Ave, Memphis, TN 38103, USA","","","","65","Union Avenue","","Memphis","Tennessee","Shelby County","United States","38103","Cotton Exchange Building, 65 Union Ave, Memphis, TN 38103, USA","Office","","0","","0","","","","","","","","","","","0","","0",""
"460","Formativ Co: 3850 Blake St Denver","Connor Hunt","Bill Douglas","50000","USD","FORMATIV CO","3970","New Projects Pipeline","Sean Campbell","12063","Discovery & Qualification","Open","2025-09-08 22:58:26","2025-10-30 22:41:39","2025-10-07 15:20:29","2025-10-29","2025-10-28","","","","","","","All users","3","2","1","0","","","50000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"461","Revesco: 3282 Tejon","Connor Hunt","Bill Douglas","0","USD","Revesco Properties","4850","New Projects Pipeline","Nick Allen","12104","SQL","Open","2025-09-09 21:45:53","2025-10-30 22:41:39","","2025-11-03","2025-10-28","","2025-10-16 17:22:13","2025-10-16 17:21:25","","","","All users","6","5","1","2","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"462","BMC Investments: 299 Milwaukee Denver","Connor Hunt","Bill Douglas","50000","USD","BMC Investments","4851","New Projects Pipeline","","","SQL","Open","2025-09-11 17:13:21","2025-10-30 22:41:39","","","2025-10-28","","","","","","","All users","1","1","0","0","2026-04-30","","50000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"463","Koelbel Co: Metropoint I & II","Connor Hunt","Bill Douglas","50000","USD","Koelbel and Company","4227","New Projects Pipeline","Dean Koelbel","12070","SQL","Open","2025-09-11 23:26:00","2025-11-05 13:47:30","","","","","","","","","","All users","0","0","0","0","","","50000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"464","Koelbel Co: INNOVUS","Connor Hunt","Bill Douglas","50000","USD","Koelbel and Company","4227","New Projects Pipeline","Dean Koelbel","12070","Discovery & Qualification","Open","2025-09-11 23:30:26","2025-10-30 22:41:39","2025-10-07 15:20:16","","2025-10-29","","","2025-10-22 16:32:19","","","","All users","4","4","0","3","","","50000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"465","Schnitzer West: Terra Boulder (Boulder, CO)","Connor Hunt","Bill Douglas","50000","USD","Schnitzer West","4797","New Projects Pipeline","Daniel Simpson","12076","Discovery & Qualification","Open","2025-09-12 01:03:08","2025-10-30 22:41:39","2025-10-30 04:26:18","2025-11-03","2025-10-06","","2025-10-17 21:59:28","2025-10-17 21:28:06","","","","All users","4","3","1","9","","","50000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"466","Trammel Crow: Fox Park (World Trade Center)","Connor Hunt","Bill Douglas","50000","USD","Trammel Crow Denver","3588","New Projects Pipeline","Lee Ferguson","12073","SQL","Open","2025-09-12 19:04:29","2025-10-30 22:41:39","","2025-10-31","2025-10-28","","","","","","","All users","2","1","1","0","2026-12-31","","50000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"467","Conscience Bay Company: Ridgeway Science & Technology (Boulder)","Connor Hunt","Bill Douglas","0","USD","Conscience Bay Company","4854","New Projects Pipeline","Caroline McManus","12075","SQL","Open","2025-09-15 22:03:32","2025-11-05 20:51:48","","","","","","","","","","All users","0","0","0","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"468","Conscience Bay Company: Fabrica (Industry Denver)","Connor Hunt","Bill Douglas","0","USD","Conscience Bay Company","4854","New Projects Pipeline","","","SQL","Open","2025-09-16 01:01:06","2025-10-30 22:41:39","","2025-10-30","","","","","","","","All users","1","0","1","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"469","FCP: Aurora Meadows (777 Dillon Way, Aurora)","Connor Hunt","Bill Douglas","0","USD","FCP","4856","New Projects Pipeline","","","SQL","Open","2025-09-16 01:27:00","2025-10-30 22:41:39","2025-09-16 01:40:28","2025-10-31","","","","","","","","All users","1","0","1","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"470","Pacific North: Sendero Development (Parker, CO)","Connor Hunt","Bill Douglas","0","USD","Pacific North","4821","New Projects Pipeline","Vinny English","12024","SQL","Open","2025-09-16 17:56:56","2025-11-05 20:52:08","","","","","","","","","","All users","0","0","0","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"471","Cardinal Group: Alexan Julian (Denver, CO)","Connor Hunt","Bill Douglas","0","USD","Cardinal Group","4333","New Projects Pipeline","Alex O'Brien","12081","SQL","Open","2025-09-16 21:55:42","2025-10-30 22:41:39","","2025-10-30","","","","","","","","All users","1","0","1","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","3400 West 38th Avenue, Denver, CO 80211, USA","","","","3400","West 38th Avenue","","Denver","Colorado","Denver County","United States","80211","3400 W 38th Ave, Denver, CO 80211, USA","","","0","","0","","","","","","","","","","","0","","0",""
"472","Gart Properties: Denver Pavilions","Connor Hunt","Connor Hunt","0","USD","The Gart Companies","4859","New Projects Pipeline","Evan Gart","12083","SQL","Lost","2025-09-16 23:14:51","2025-10-29 14:47:27","","","2025-10-29","","","","2025-10-29 14:47:27","2025-10-29 14:47:27","Sold to the state of colorado","All users","1","1","0","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"473","The Gart Companies: Eagle Corner (Eagle, CO)","Connor Hunt","Bill Douglas","0","USD","The Gart Companies","4859","New Projects Pipeline","Evan Gart","12083","SQL","Open","2025-09-16 23:29:19","2025-10-30 22:41:39","","2025-10-30","","","","","","","","All users","1","0","1","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"474","Narrate Holdings: Frameline (Denver, CO)","Connor Hunt","Bill Douglas","10000","USD","Narrate Holdings","4860","New Projects Pipeline","Adam Fenton","12084","SQL","Open","2025-09-17 00:16:39","2025-10-30 22:41:39","","2025-10-30","2025-10-09","","","","","","","All users","2","1","1","0","","","10000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","4225 E. Hale Parkway, Denver, CO 80220","","","","4225","East Hale Parkway","","Denver","Colorado","Denver County","United States","80220","4225 E Hale Pkwy, Denver, CO 80220, USA","","","0","","0","","","","","","","","","","","0","","0",""
"475","Wood Partners: Alta Flatirons (Superior, CO)","Connor Hunt","Bill Douglas","0","USD","Wood Partners","4861","New Projects Pipeline","Walter Armer","12085","SQL","Open","2025-09-17 01:10:10","2025-10-30 22:41:39","","2025-10-30","","","","","","","","All users","1","0","1","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"476","Consolidated Investment Group: Oliver Street (Boston, MA)","Connor Hunt","Bill Douglas","0","USD","Consolidated Investment Group","4862","New Projects Pipeline","","","SQL","Open","2025-09-17 20:36:47","2025-10-30 22:41:39","","2025-11-07","2025-09-19","","","","","","","All users","2","1","1","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"477","Workato XC","Connor Hunt","Connor Hunt","297","USD","Workato","4863","MTU Tenant Pipeline","Nan Le","12087","Negotiations Started","Won","2025-09-18 19:51:47","2025-10-02 02:00:56","2025-09-25 17:59:33","","","2025-09-29 23:01:25","2025-10-02 02:00:52","2025-10-01 20:59:15","","2025-09-29 23:01:25","","All users","0","0","0","37","","","297","","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"478","Auraria Campus","Bill Douglas","Bill Douglas","0","USD","Auraria Campus","4864","New Projects Pipeline","Lulu Lantzy","12088","Discovery & Qualification","Open","2025-09-24 22:52:29","2025-09-26 13:26:52","","","","","","2025-09-24 22:55:00","","","","All users","0","0","0","1","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"479","INRS: Capitaliz","Connor Hunt","Bill Douglas","95","USD","Capitaliz","4865","MTU Tenant Pipeline","Jared Johnson","12089","Contacted","Open","2025-09-25 17:59:13","2025-10-30 22:41:39","2025-09-25 17:59:17","","2025-10-21","","2025-09-25 20:10:53","2025-10-02 15:56:34","","","","All users","4","4","0","6","2025-10-31","","28.5","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"480","Core Spaces: Oxenfree Campus (Clear Creek and Commerce City, CO)","Connor Hunt","Bill Douglas","0","USD","Core Spaces","4866","New Projects Pipeline","Chad Matesi","12090","SQL","Open","2025-09-25 21:56:13","2025-10-30 22:41:39","","2025-10-31","","","","","","","","All users","1","0","1","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"481","Broe Group: 250 Clayton (Cherry Creek, CO)","Connor Hunt","Bill Douglas","0","USD","Broe Group","36","New Projects Pipeline","Josh Mesner","12091","SQL","Open","2025-09-25 23:21:59","2025-10-30 22:41:39","","2025-10-30","","","","","","","","All users","1","0","1","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"482","Buckingham Properties","Connor Hunt","Bill Douglas","0","USD","Buckingham Properties","4869","New Projects Pipeline","Melissa McClure","12096","SQL","Open","2025-10-01 21:27:23","2025-10-30 22:41:39","2025-10-02 15:54:28","2025-10-30","2025-10-08","","","","","","","All users","2","1","1","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"483","Buckingham Properties: Plat 10 at The Ranch (Windsor, CO)","Connor Hunt","Bill Douglas","0","USD","Buckingham Properties","4869","New Projects Pipeline","Melissa McClure","12096","SQL","Open","2025-10-01 21:31:22","2025-11-05 13:47:45","2025-10-02 15:54:37","","2025-10-08","","","","","","","All users","2","2","0","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"484","The Garrett Companies: 6901 S. Havana St (Centennial, CO)","Connor Hunt","Bill Douglas","0","USD","The Garrett Companies","4870","New Projects Pipeline","Ashley Bedell","12097","SQL","Open","2025-10-01 23:25:15","2025-10-30 22:41:39","2025-10-02 15:54:44","2025-10-30","2025-10-15","","","","","","","All users","4","3","1","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"485","Katz Development: North Wynkoop (Denver, CO)","Connor Hunt","Bill Douglas","0","USD","Katz Development","4872","New Projects Pipeline","Andrew Katz","12100","Discovery & Qualification","Open","2025-10-02 16:59:27","2025-11-05 20:51:38","2025-10-30 04:26:23","","2025-10-28","","","","","","","All users","1","1","0","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"487","Westfield Company: Harmony Corporate Center (Fort Collins, CO)","Connor Hunt","Bill Douglas","0","USD","Westfield Company","4873","New Projects Pipeline","Jonathan Alpert","12101","SQL","Open","2025-10-02 17:21:54","2025-11-05 13:47:20","","","","","","","","","","All users","0","0","0","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"488","Westfield Company: 765 North Logan St (Denver, CO)","Connor Hunt","Bill Douglas","0","USD","Westfield Company","4873","New Projects Pipeline","Jonathan Alpert","12101","SQL","Open","2025-10-02 21:38:01","2025-11-05 13:47:30","","","","","","","","","","All users","0","0","0","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"489","KNYF: Retail Tenant","Connor Hunt","Bill Douglas","0","USD","JA Fielden Co., Inc","3966","MTU Tenant Pipeline","Joe Fielden","7263","Contacted","Open","2025-10-02 22:14:35","2025-10-30 22:41:39","2025-10-02 22:14:40","2025-10-30","2025-10-22","","2025-10-16 23:20:31","2025-10-16 23:24:02","","","","All users","7","6","1","16","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"490","The Blackburn Group: Sierra Junction (Colorado Springs, CO)","Connor Hunt","Bill Douglas","0","USD","The Blackburn Group","4877","New Projects Pipeline","Andrew Ritter","12107","SQL","Open","2025-10-06 17:28:36","2025-10-30 22:41:39","2025-10-13 17:49:34","2025-10-30","2025-10-29","","","","","","","All users","4","3","1","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"491","Baron Properties: New Developments","Connor Hunt","Bill Douglas","0","USD","Baron Properties","4878","New Projects Pipeline","Liz Schloss","12108","SQL","Open","2025-10-06 20:54:01","2025-10-30 22:41:39","2025-10-13 17:49:25","2025-10-31","2025-10-14","","","","","","","All users","3","2","1","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"492","Revesco: akin Bonnie Brae","Connor Hunt","Bill Douglas","0","USD","Revesco Properties","4850","New Projects Pipeline","Paul Vranas","12109","SQL","Open","2025-10-06 21:54:02","2025-10-30 22:41:38","2025-10-07 19:15:07","","2025-10-29","","","","","","","All users","4","4","0","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"493","BMC Investments: Milwaukee Place (Denver, CO)","Connor Hunt","Bill Douglas","0","USD","BMC Investments","4851","New Projects Pipeline","Matt Joblon","12114","SQL","Open","2025-10-07 02:45:01","2025-10-30 22:41:38","2025-10-13 17:49:41","2025-11-03","2025-10-09","","","","","","","All users","2","1","1","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"494","Magnetic Capital: Second & Adams (Denver, CO)","Connor Hunt","Bill Douglas","0","USD","Magnetic Capital","4888","New Projects Pipeline","Daniel Huml","12122","SQL","Open","2025-10-07 15:29:00","2025-10-30 22:41:38","","2025-10-31","","","","","","","","All users","1","0","1","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"495","McCaffery: T3 RiNo (Denver, CO)","Connor Hunt","Bill Douglas","0","USD","McCaffery","4890","New Projects Pipeline","Brian Munin","12125","SQL","Open","2025-10-08 16:21:52","2025-10-30 22:41:38","","2025-10-31","","","","","","","","All users","1","0","1","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"496","Shea Properties: Meridian Station","Connor Hunt","Bill Douglas","0","USD","Shea Properties","4806","New Projects Pipeline","","","SQL","Open","2025-10-08 23:14:54","2025-10-30 22:41:38","","2025-10-31","","","","","","","","All users","1","0","1","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"497","Kensington Development Partners: Link 56","Connor Hunt","Bill Douglas","0","USD","Kensington Development Partners","4892","New Projects Pipeline","Dan Rea","12141","SQL","Open","2025-10-13 16:40:47","2025-10-30 22:41:38","2025-10-13 17:49:47","2025-10-31","2025-10-28","","","2025-10-13 17:45:25","","","","All users","2","1","1","1","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"498","Mortenson: Highpoint - ""Aerotropolis"" (Denver, CO)","Connor Hunt","Bill Douglas","0","USD","Mortenson","3893","New Projects Pipeline","Jack Mortenson","12145","SQL","Open","2025-10-13 22:49:09","2025-10-30 22:41:38","2025-10-14 22:52:41","2025-11-04","2025-10-28","","2025-10-14 15:54:38","2025-10-17 21:15:07","","","","All users","4","3","1","5","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"499","Fulenwider: Denver International Business Center (Aerotropolis)","Connor Hunt","Bill Douglas","0","USD","Fulenwider","4894","New Projects Pipeline","Ferd Belz","12146","SQL","Open","2025-10-14 00:04:51","2025-10-30 22:41:38","2025-10-14 22:52:19","2025-10-30","2025-10-13","","","2025-10-14 14:00:00","","","","All users","2","1","1","1","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
